1.65952e-05,686
0.00601034,598
0.0109585,138
0.0140376,1041
0.0140995,324
0.0148813,533
0.0178953,1448
0.0230497,2180
0.0301232,205
0.0697855,968
0.0792114,2365
0.0824572,4761
0.0865092,1384
0.0960526,2355
0.0970973,1431
0.113343,2975
0.119434,230
0.126479,229
0.13428,8105
0.147785,1181
0.156626,335
0.158314,604
0.167136,1241
0.175219,364
0.191561,833
0.19215,4043
0.199417,2659
0.217812,57
0.262176,327
0.27621,368
0.285974,1059
0.286716,510
0.288842,3956
0.289891,1615
0.297442,434
0.297635,1293
0.298752,520
0.318608,1272
0.320092,1306
0.325591,532
0.326124,749
0.337798,518
0.345342,936
0.352973,512
0.371203,200
0.380712,2131
0.383108,286
0.387826,1605
0.390912,20
0.393316,100
0.396583,1805
0.416032,499
0.417244,2078
0.4191,472
0.435344,1834
0.437581,7244
0.447411,2777
0.450813,1321
0.453161,1852
0.462648,396
0.472622,1043
0.474033,1895
0.484856,2257
0.489767,519
0.490903,4978
0.509926,144
0.521888,684
0.522031,27
0.522316,536
0.525083,1933
0.526011,817
0.528459,1054
0.538615,1962
0.546049,529
0.547434,162
0.556622,2108
0.55665,2195
0.566417,1281
0.567059,1621
0.567402,1325
0.569411,1163
0.577364,317
0.583068,923
0.590655,860
0.592427,2512
0.593571,508
0.59886,874
0.601743,2661
0.602717,332
0.606519,363
0.607676,3488
0.618841,1709
0.640186,419
0.650773,1738
0.670134,617
0.674029,1040
0.676928,4187
0.680331,9860
0.702654,1791
0.707468,3408
0.70996,477
0.714591,791
0.71668,778
0.723318,663
0.724659,3294
0.730939,1453
0.780335,260
0.782276,3559
0.793312,682
0.800168,1548
0.805624,5595
0.811991,192
0.813802,1702
0.824024,316
0.825987,1865
0.840188,1200
0.848755,4436
0.851826,780
0.860285,117
0.863169,2632
0.863508,270
0.864373,393
0.867076,523
0.881674,2222
0.886354,6214
0.891999,1105
0.892849,782
0.895226,1549
0.8971,3355
0.899448,145
0.900907,1987
0.904657,1500
0.906411,721
0.911818,177
0.91211,1694
0.912315,117
0.916581,3797
0.920638,1632
0.928017,5398
0.928559,996
0.936284,1774
0.937103,365
0.941879,2652
0.944001,1248
0.959388,960
0.961743,1387
0.966287,737
0.96636,179
0.975851,510
0.995312,603
0.997924,1389
1.00468,35
1.0107,1968
1.01218,141
1.01839,3010
1.02153,2041
1.02433,322
1.05738,301
1.0639,169
1.07622,1537
1.07631,747
1.07945,441
1.09327,138
1.09953,975
1.10063,1686
1.10259,755
1.10563,1852
1.11037,1981
1.12184,1594
1.13327,1895
1.13396,1039
1.13688,876
1.1654,2146
1.18243,1832
1.18264,4493
1.18288,764
1.1889,1743
1.1936,1607
1.19467,740
1.20894,94
1.20932,7170
1.20944,1935
1.22161,3192
1.23697,2314
1.24996,3693
1.25441,137
1.26761,336
1.29349,627
1.29392,475
1.29535,2262
1.29927,43
1.30619,128
1.30812,1740
1.30972,203
1.32826,528
1.33012,699
1.33205,290
1.33345,1576
1.33597,2303
1.33789,2158
1.34665,67
1.34827,1613
1.35191,19
1.3598,884
1.36408,662
1.36788,487
1.37687,1504
1.38553,1892
1.39054,979
1.4026,1332
1.4032,663
1.41003,1038
1.41981,2397
1.42322,340
1.42417,14907
1.42716,3974
1.42898,443
1.43121,3340
1.4313,1015
1.43458,1030
1.43623,1242
1.45114,745
1.45882,2723
1.45904,50
1.46047,1324
1.4635,1948
1.4686,166
1.47147,1171
1.47637,633
1.47786,1369
1.48827,2147
1.49661,1856
1.49935,471
1.50124,2928
1.51132,1921
1.51342,1607
1.52615,432
1.53211,1622
1.53981,3202
1.54644,656
1.55319,508
1.55962,3380
1.59458,1766
1.59656,154
1.59918,76
1.60067,7
1.60992,1218
1.61531,839
1.61686,1887
1.619,1356
1.622,828
1.62281,2269
1.62709,456
1.62966,5018
1.63259,5652
1.65089,1348
1.65099,2735
1.65736,2346
1.65739,1780
1.65985,1448
1.66042,485
1.66065,1641
1.6728,118
1.67504,510
1.68809,631
1.6913,1905
1.70125,1262
1.7028,1194
1.70692,2424
1.71612,1169
1.72069,918
1.72334,1422
1.7343,881
1.74062,2442
1.74192,2963
1.74488,344
1.74612,1553
1.76647,272
1.77567,337
1.77611,5690
1.80338,15
1.80946,160
1.82555,1441
1.83317,184
1.83428,1375
1.83525,551
1.83724,3973
1.8426,2283
1.8445,833
1.85823,5195
1.87238,752
1.87251,4764
1.87721,856
1.88589,5765
1.88638,4288
1.89627,972
1.90473,729
1.91199,3987
1.91647,617
1.94149,14
1.94231,1529
1.9447,2768
1.95436,1639
1.95984,626
1.97569,2230
1.97905,1054
1.98606,701
1.9911,27
1.99778,2174
2.00131,51
2.00264,3181
2.00579,32
2.00767,922
2.01306,53
2.02668,376
2.03033,4859
2.03176,2011
2.03247,2450
2.03901,1333
2.04144,699
2.04221,1154
2.05124,70
2.06123,4954
2.06361,22
2.06731,3091
2.07136,311
2.07537,2166
